,temperature,wind_mph,humid,total_Score
1147,56,8.0,75,37
1148,43,22.0,50,44
1149,44,22.0,54,42
1150,24,23.0,64,13
1151,72,7.0,78,51
1152,50,15.0,49,20
1153,44,10.0,52,66
1154,50,7.0,55,24
1155,59,7.0,82,37
1156,42,13.0,62,12
1157,46,16.0,56,41
1158,42,18.0,63,35
1159,46,16.0,59,43
1160,65,20.0,69,19
1161,33,16.0,62,42
1162,53,13.0,88,37
1163,48,13.0,74,30
1164,48,7.0,89,40
1165,51,6.0,70,41
1166,52,12.0,76,32
1167,48,6.0,75,51
1168,52,12.0,88,43
1169,45,10.0,97,37
1170,72,0.0,0,52
1171,40,11.0,91,24
1172,62,7.0,69,27
1173,18,18.0,61,29
1174,63,8.0,47,50
1175,61,6.0,54,31
1176,38,22.0,45,39
1177,37,22.0,52,27
1178,32,8.0,41,16
1179,55,7.0,91,44
1180,22,22.0,74,32
1181,52,13.0,47,34
1182,37,22.0,52,26
1183,69,8.0,69,57
1184,24,25.0,59,19
1185,72,0.0,0,31
1186,50,7.0,66,26
1187,36,14.0,91,8
1188,42,13.0,62,43
1189,23,6.0,71,34
1190,38,6.0,92,30
1191,72,0.0,0,50
1192,32,11.0,80,52
1193,75,6.0,84,26
1194,33,15.0,76,51
1195,25,17.0,92,49
1196,46,12.0,74,65
1197,28,11.0,90,34
1198,56,9.0,66,51
1199,43,5.0,75,55
1200,36,10.0,62,52
1201,44,14.0,62,50
1202,44,8.0,72,62
1203,30,16.0,70,20
1204,45,12.0,72,45
1205,22,6.0,72,40
1206,54,10.0,69,44
1207,47,10.0,56,55
1208,74,7.0,62,52
1209,46,20.0,49,34
1210,65,7.0,85,27
1211,59,5.0,95,44
1212,30,15.0,73,17
1213,35,8.0,46,5
1214,45,8.0,92,35
1215,10,13.0,61,31
1216,34,6.0,68,44
1217,46,22.0,29,27
1218,59,11.0,60,29
1219,71,5.0,81,37
1220,34,8.0,69,20
1221,68,6.0,82,51
1222,72,8.0,78,22
1223,55,9.0,89,86
1224,58,9.0,100,41
1225,73,12.0,74,35
1226,78,5.0,82,44
1227,63,8.0,84,31
1228,52,9.0,79,82
1229,63,12.0,76,32
1230,63,13.0,76,26
1231,62,10.0,85,29
1232,56,12.0,93,47
1233,72,0.0,0,36
1234,58,8.0,54,41
1235,80,7.0,80,58
1236,59,7.0,80,31
1237,56,13.0,84,37
1238,54,11.0,81,43
1239,64,10.0,72,40
1240,59,8.0,74,49
1241,62,8.0,59,33
1242,56,4.0,82,27
1243,68,10.0,57,34
1244,79,13.0,73,27
1245,63,15.0,70,26
1246,73,10.0,74,41
1247,70,10.0,94,36
1248,70,12.0,76,37
1249,65,10.0,57,20
1250,72,0.0,0,26
1251,53,13.0,67,19
1252,71,13.0,85,34
1253,68,7.0,82,38
1254,82,11.0,74,24
1255,69,7.0,80,79
1256,47,10.0,44,19
1257,70,12.0,70,54
1258,48,9.0,82,44
1259,60,13.0,88,20
1260,57,9.0,96,35
1261,61,14.0,66,35
1262,50,9.0,71,59
1263,53,16.0,91,33
1264,51,11.0,73,49
1265,47,10.0,76,36
1266,55,7.0,81,43
1267,63,9.0,86,13
1268,58,9.0,39,43
1269,52,10.0,53,41
1270,64,7.0,59,33
1271,72,0.0,0,38
1272,55,10.0,85,37
1273,50,9.0,90,36
1274,63,13.0,74,38
1275,81,12.0,78,44
1276,75,5.0,82,38
1277,62,8.0,90,20
1278,54,8.0,57,44
1279,53,8.0,56,13
1280,62,5.0,83,51
1281,68,10.0,82,40
1282,63,13.0,74,45
1283,73,14.0,75,54
1284,64,7.0,78,23
1285,60,14.0,87,51
1286,60,17.0,92,44
1287,60,12.0,82,39
1288,61,8.0,95,40
1289,63,20.0,86,30
1290,53,9.0,67,58
1291,62,6.0,80,65
1292,62,6.0,84,47
1293,61,12.0,73,43
1294,60,9.0,85,27
1295,66,7.0,83,34
1296,53,11.0,87,13
1297,61,14.0,81,51
1298,60,12.0,86,27
1299,67,5.0,92,55
1300,52,8.0,76,37
1301,68,5.0,91,38
1302,64,8.0,88,33
1303,52,10.0,72,40
1304,55,19.0,56,42
1305,57,10.0,54,70
1306,54,10.0,57,34
1307,72,0.0,0,16
1308,63,11.0,72,45
1309,41,11.0,75,28
1310,32,8.0,57,44
1311,52,19.0,69,23
1312,78,11.0,74,34
1313,27,16.0,44,31
1314,61,13.0,72,42
1315,29,12.0,41,29
1316,20,13.0,66,22
1317,26,10.0,70,15
1318,52,19.0,69,52
1319,52,15.0,78,48
1320,31,17.0,60,35
1321,47,17.0,56,14
1322,36,15.0,46,41
1323,43,9.0,77,34
1324,33,9.0,54,71
1325,37,12.0,61,27
1326,58,8.0,68,38
1327,50,12.0,66,62
1328,66,12.0,59,20
1329,45,19.0,77,3
1330,49,13.0,66,46
1331,39,9.0,43,34
1332,73,17.0,66,27
1333,56,17.0,65,31
1334,72,15.0,65,45
1335,57,9.0,66,37
1336,41,14.0,65,13
1337,50,7.0,65,67
1338,57,7.0,65,23
1339,37,21.0,66,34
1340,44,14.0,57,38
1341,57,10.0,66,33
1342,42,16.0,57,57
1343,35,19.0,79,30
1344,35,22.0,50,31
1345,71,9.0,69,31
1346,34,14.0,93,27
1347,37,18.0,63,41
1348,36,12.0,46,49
1349,29,9.0,83,53
1350,46,9.0,82,49
1351,30,9.0,80,50
1352,36,10.0,80,31
1353,37,12.0,78,32
1354,54,12.0,93,51
1355,44,13.0,78,45
1356,44,13.0,78,31
1357,43,12.0,70,33
1358,72,0.0,0,61
1359,26,8.0,86,31
1360,38,12.0,90,47
1361,74,11.0,74,37
1362,42,7.0,86,62
1363,28,7.0,86,30
1364,37,19.0,85,37
1365,55,8.0,45,44
1366,40,6.0,96,32
1367,56,9.0,31,73
1368,29,10.0,51,9
1369,26,12.0,51,47
1370,72,0.0,0,32
1371,36,11.0,54,58
1372,33,9.0,62,24
1373,35,11.0,78,43
1374,53,16.0,87,43
1375,59,12.0,76,17
1376,18,12.0,73,39
1377,70,7.0,85,38
1378,43,5.0,72,26
1379,45,7.0,54,56
1380,40,10.0,67,34
1381,45,7.0,54,19
1382,51,8.0,52,62
1383,47,13.0,81,27
1384,28,12.0,69,41
1385,38,11.0,78,30
1386,37,11.0,67,34
1387,51,15.0,68,62
1388,45,9.0,61,43
1389,27,12.0,52,37
1390,25,17.0,51,56
1391,44,12.0,67,31
1392,73,20.0,64,33
1393,44,4.0,82,34
1394,27,10.0,66,33
1395,72,0.0,0,82
1396,30,10.0,49,38
1397,32,18.0,66,37
1398,43,3.0,80,58
1399,56,7.0,71,44
1400,25,17.0,51,69
1401,47,10.0,84,51
1402,22,9.0,79,32
1403,47,12.0,81,23
1404,44,14.0,82,44
1405,47,9.0,86,17
1406,73,10.0,82,21
1407,34,18.0,40,27
1408,76,12.0,80,58
1409,59,10.0,74,37
1410,81,15.0,65,30
1411,74,19.0,66,38
1412,73,25.0,71,65
1413,76,15.0,72,46
1414,80,11.0,80,34
1415,74,17.0,72,36
1416,72,13.0,70,62
1417,76,10.0,70,13
1418,69,10.0,27,47
1419,64,10.0,79,48
1420,66,11.0,67,45
1421,65,10.0,90,26
1422,64,10.0,82,34
1423,77,11.0,87,47
1424,63,8.0,74,78
1425,61,10.0,83,34
1426,59,8.0,76,44
1427,60,8.0,70,37
1428,69,9.0,92,25
1429,63,8.0,86,44
1430,68,13.0,74,51
1431,59,12.0,72,41
1432,60,12.0,90,47
1433,79,12.0,81,37
1434,46,12.0,77,17
1435,72,0.0,0,46
1436,48,12.0,72,33
1437,55,11.0,62,34
1438,62,7.0,24,69
1439,61,10.0,83,34
1440,54,15.0,68,29
1441,58,10.0,58,44
1442,54,14.0,62,47
1443,56,5.0,68,30
1444,54,12.0,61,62
1445,64,14.0,59,39
1446,55,7.0,54,39
1447,68,8.0,70,30
1448,50,14.0,74,38
1449,68,9.0,75,38
1450,57,19.0,66,66
1451,59,14.0,53,14
1452,60,11.0,57,49
1453,60,15.0,52,43
1454,54,14.0,54,36
1455,57,19.0,66,44
1456,52,17.0,54,37
1457,53,12.0,70,31
1458,48,18.0,74,52
1459,72,0.0,0,34
1460,47,13.0,55,17
1461,74,7.0,81,35
1462,78,10.0,72,34
1463,56,13.0,53,21
1464,50,11.0,59,36
1465,62,13.0,84,44
1466,59,11.0,89,40
1467,51,21.0,53,54
1468,47,14.0,62,31
1469,51,8.0,47,43
1470,54,17.0,53,37
1471,47,11.0,56,39
1472,47,15.0,77,47
1473,52,9.0,59,36
1474,60,5.0,87,53
1475,63,8.0,84,27
1476,47,8.0,96,54
1477,55,13.0,92,41
1478,58,8.0,89,40
1479,49,8.0,60,48
1480,52,10.0,64,44
1481,72,0.0,0,40
1482,49,8.0,60,44
1483,77,18.0,74,47
1484,49,8.0,96,19
1485,52,13.0,92,23
1486,61,11.0,91,44
1487,40,8.0,66,47
1488,61,11.0,91,39
1489,47,10.0,100,59
1490,60,4.0,92,24
1491,37,11.0,68,40
1492,58,11.0,84,63
1493,55,11.0,90,37
1494,50,5.0,97,37
1495,55,13.0,60,62
1496,59,12.0,91,23
1497,62,8.0,75,40
1498,68,11.0,97,52
1499,45,13.0,86,52
1500,42,8.0,83,14
1501,53,12.0,60,41
1502,45,13.0,86,46
1503,41,12.0,86,46
1504,44,10.0,77,57
1505,43,13.0,82,43
1506,42,13.0,77,58
1507,51,12.0,82,12
1508,42,7.0,85,20
1509,61,8.0,83,27
1510,64,9.0,75,62
1511,44,12.0,74,41
1512,34,8.0,70,30
1513,41,9.0,75,23
1514,72,0.0,0,35
1515,48,9.0,87,44
1516,55,8.0,66,56
1517,78,9.0,81,52
1518,58,14.0,78,57
1519,52,11.0,82,45
1520,43,3.0,80,40
1521,56,14.0,58,26
1522,44,6.0,80,34
1523,48,9.0,73,40
1524,58,6.0,64,38
1525,72,0.0,0,33
1526,38,9.0,75,35
1527,57,8.0,76,86
1528,34,12.0,96,20
1529,35,11.0,71,55
1530,38,12.0,83,39
1531,39,7.0,65,51
1532,30,9.0,66,57
1533,37,8.0,81,50
1534,36,8.0,83,41
1535,75,11.0,71,52
1536,32,11.0,81,44
1537,40,11.0,90,37
1538,41,5.0,76,41
1539,30,12.0,73,57
1540,38,18.0,85,33
1541,35,14.0,88,37
1542,49,15.0,67,35
1543,42,16.0,74,43
1544,61,7.0,50,54
1545,50,15.0,77,72
1546,47,14.0,86,31
1547,50,8.0,88,29
1548,44,10.0,87,37
1549,33,10.0,94,16
1550,66,10.0,71,41
1551,2,12.0,50,33
1552,46,12.0,78,30
1553,12,12.0,79,40
1554,48,15.0,62,35
1555,30,19.0,68,45
1556,49,15.0,59,23
1557,44,14.0,60,30
1558,46,6.0,68,30
1559,47,11.0,63,42
1560,39,12.0,84,33
1561,60,8.0,70,40
1562,44,19.0,70,58
1563,48,12.0,83,42
1564,38,7.0,94,51
1565,38,9.0,95,58
1566,47,9.0,88,36
1567,32,11.0,98,42
1568,47,7.0,98,33
1569,8,11.0,56,34
1570,-5,7.0,52,51
1571,72,0.0,0,12
1572,74,9.0,84,27
1573,16,14.0,86,38
1574,-2,11.0,51,30
1575,34,10.0,47,20
1576,34,9.0,52,40
1577,69,14.0,84,16
1578,40,6.0,80,37
1579,44,11.0,98,49
1580,27,14.0,35,31
1581,39,14.0,46,50
1582,62,8.0,23,51
1583,23,28.0,47,36
1584,32,10.0,51,66
1585,72,0.0,0,78
1586,36,11.0,52,26
1587,17,10.0,72,47
1588,22,24.0,52,41
1589,60,6.0,37,26
1590,51,7.0,91,58
1591,42,6.0,88,20
1592,62,7.0,78,34
1593,38,6.0,98,19
1594,58,16.0,65,38
1595,49,8.0,99,29
1596,64,7.0,53,21
1597,79,6.0,74,69
1598,64,13.0,71,44
1599,70,9.0,72,57
1600,50,8.0,74,40
1601,64,11.0,64,34
1602,73,6.0,59,38
1603,55,9.0,82,37
1604,59,11.0,85,36
1605,68,10.0,72,48
1606,44,13.0,83,38
1607,64,9.0,65,38
1608,82,8.0,80,34
1609,54,16.0,77,30
1610,68,14.0,69,39
1611,71,10.0,76,44
1612,61,10.0,72,35
1613,62,13.0,86,19
1614,72,12.0,74,46
1615,67,10.0,70,41
1616,65,9.0,80,31
1617,50,9.0,83,26
1618,71,10.0,79,34
1619,72,6.0,86,61
1620,66,16.0,42,70
1621,68,15.0,83,17
1622,76,17.0,88,43
1623,67,9.0,70,33
1624,56,10.0,74,14
1625,71,5.0,74,55
1626,62,9.0,68,22
1627,64,10.0,72,24
1628,81,10.0,63,67
1629,59,4.0,90,19
1630,63,11.0,66,35
1631,57,15.0,81,60
1632,72,0.0,0,43
1633,53,8.0,62,16
1634,55,8.0,54,47
1635,59,11.0,83,37
1636,56,8.0,66,53
1637,68,10.0,65,22
1638,72,0.0,0,57
1639,60,6.0,63,59
1640,57,10.0,36,40
1641,70,10.0,80,27
1642,58,5.0,55,30
1643,80,6.0,83,34
1644,67,11.0,88,30
1645,61,8.0,73,32
1646,60,4.0,68,27
1647,76,6.0,80,37
1648,67,5.0,64,21
1649,66,8.0,71,44
1650,66,17.0,46,24
1651,63,8.0,76,51
1652,66,8.0,68,68
1653,67,9.0,81,52
1654,72,0.0,0,68
1655,58,23.0,58,44
1656,80,9.0,80,33
1657,58,14.0,58,20
1658,59,8.0,77,26
1659,64,8.0,67,30
1660,64,23.0,50,16
1661,60,14.0,68,26
1662,64,10.0,73,41
1663,52,8.0,69,20
1664,62,8.0,89,31
1665,80,14.0,77,33
1666,47,7.0,73,56
1667,63,6.0,70,73
1668,51,7.0,76,23
1669,58,8.0,57,44
1670,50,9.0,69,40
1671,64,10.0,76,40
1672,54,13.0,64,49
1673,51,6.0,77,55
1674,58,9.0,30,46
1675,61,8.0,69,20
1676,53,15.0,68,46
1677,44,11.0,93,62
1678,52,15.0,94,34
1679,49,16.0,66,68
1680,54,11.0,86,32
1681,44,14.0,58,44
1682,52,12.0,76,33
1683,53,12.0,78,55
1684,41,18.0,76,19
1685,68,9.0,74,22
1686,45,12.0,87,49
1687,45,17.0,92,37
1688,31,9.0,68,48
1689,63,6.0,92,48
1690,47,13.0,52,47
1691,46,10.0,52,58
1692,38,12.0,68,50
1693,49,11.0,73,42
1694,27,11.0,60,29
1695,47,17.0,43,38
1696,73,8.0,83,13
1697,61,6.0,62,19
1698,44,12.0,78,34
1699,65,7.0,74,28
1700,40,13.0,62,37
1701,39,10.0,53,35
1702,36,12.0,52,46
1703,62,16.0,83,26
1704,63,7.0,81,36
1705,38,8.0,50,42
1706,36,12.0,52,33
1707,34,12.0,69,29
1708,74,17.0,58,44
1709,52,7.0,40,49
1710,34,12.0,63,46
1711,33,10.0,56,71
1712,72,0.0,0,36
1713,51,17.0,64,26
1714,53,18.0,76,10
1715,43,18.0,44,57
1716,37,10.0,70,17
1717,61,12.0,83,31
1718,43,12.0,76,34
1719,41,15.0,48,37
1720,70,14.0,82,41
1721,41,7.0,55,36
1722,34,8.0,68,36
1723,60,16.0,84,44
1724,49,13.0,71,52
1725,50,14.0,71,37
1726,57,5.0,61,34
1727,45,16.0,81,20
1728,60,10.0,81,21
1729,61,14.0,78,41
1730,55,14.0,92,66
1731,77,12.0,80,37
1732,72,0.0,0,32
1733,36,8.0,85,44
1734,58,12.0,89,36
1735,50,15.0,91,37
1736,57,11.0,82,48
1737,31,8.0,60,24
1738,49,12.0,77,34
1739,50,13.0,74,26
1740,41,8.0,52,51
1741,36,12.0,83,40
1742,50,12.0,85,36
1743,32,12.0,47,44
1744,45,16.0,71,26
1745,51,17.0,36,32
1746,42,10.0,68,27
1747,52,10.0,62,23
1748,47,6.0,78,66
1749,72,0.0,0,23
1750,34,13.0,49,37
1751,56,22.0,68,40
1752,75,14.0,56,56
1753,26,16.0,84,38
1754,50,8.0,92,44
1755,63,5.0,34,70
1756,48,11.0,58,34
1757,42,12.0,65,42
1758,30,8.0,88,50
1759,44,21.0,89,47
1760,34,10.0,76,40
1761,41,9.0,67,26
1762,31,9.0,84,51
1763,42,16.0,86,19
1764,32,8.0,86,47
1765,66,7.0,28,46
1766,69,7.0,65,41
1767,47,5.0,89,51
1768,60,6.0,55,47
1769,47,7.0,93,38
1770,23,15.0,97,33
1771,31,10.0,75,31
1772,20,11.0,73,39
1773,30,13.0,66,38
1774,36,11.0,69,58
1775,39,17.0,81,24
1776,31,15.0,66,48
1777,24,13.0,79,21
1778,72,0.0,0,51
1779,19,11.0,71,47
1780,50,10.0,92,47
1781,55,8.0,60,50
1782,56,15.0,81,43
1783,48,13.0,60,37
1784,74,8.0,74,37
1785,47,7.0,81,31
1786,71,8.0,78,24
1787,59,7.0,77,10
1788,81,6.0,83,30
1789,57,8.0,68,40
1790,72,0.0,0,35
1791,60,16.0,56,49
1792,57,7.0,54,27
1793,63,10.0,61,23
1794,59,9.0,69,30
1795,60,8.0,72,40
1796,61,10.0,66,58
1797,62,14.0,58,26
1798,59,13.0,57,41
1799,64,13.0,62,48
1800,70,9.0,76,24
1801,44,13.0,60,44
1802,60,9.0,81,34
1803,53,9.0,74,37
1804,63,10.0,61,27
1805,61,9.0,71,33
1806,57,7.0,48,70
1807,68,10.0,75,26
1808,49,12.0,81,27
1809,49,12.0,66,40
1810,48,15.0,49,13
1811,56,14.0,52,23
1812,68,10.0,75,49
1813,60,8.0,74,24
1814,75,15.0,82,40
1815,64,7.0,51,20
1816,56,17.0,75,36
1817,52,20.0,73,40
1818,72,0.0,0,24
1819,79,8.0,74,27
1820,63,15.0,79,17
1821,47,11.0,68,18
1822,64,19.0,81,28
1823,69,14.0,89,34
1824,64,16.0,46,33
1825,59,15.0,77,31
1826,62,17.0,72,34
1827,63,15.0,50,64
1828,67,8.0,67,20
1829,59,11.0,69,43
1830,48,15.0,79,34
1831,65,10.0,77,29
1832,75,12.0,67,44
1833,58,10.0,53,45
1834,72,0.0,0,20
1835,63,7.0,66,21
1836,64,14.0,50,45
1837,76,9.0,87,38
1838,68,5.0,58,23
1839,55,10.0,94,58
1840,67,9.0,74,24
1841,62,10.0,80,42
1842,61,9.0,67,24
1843,66,8.0,71,37
1844,49,16.0,78,23
1845,65,8.0,76,41
1846,55,10.0,90,58
1847,46,11.0,66,50
1848,46,9.0,72,61
1849,64,8.0,93,59
1850,59,17.0,87,30
1851,63,8.0,88,51
1852,72,0.0,0,58
1853,62,6.0,62,55
1854,62,8.0,76,57
1855,42,12.0,50,27
1856,56,8.0,50,34
1857,38,10.0,59,36
1858,75,15.0,66,12
1859,52,9.0,46,16
1860,36,13.0,64,36
1861,39,15.0,45,55
1862,31,12.0,64,58
1863,39,13.0,60,19
1864,55,12.0,46,33
1865,65,9.0,68,38
1866,48,8.0,56,44
1867,57,10.0,43,28
1868,54,10.0,57,31
1869,49,13.0,54,22
1870,59,8.0,79,59
1871,49,3.0,55,55
1872,64,4.0,77,24
1873,48,10.0,44,36
1874,76,12.0,63,24
1875,60,6.0,53,43
1876,51,3.0,46,41
1877,74,17.0,80,31
1878,46,7.0,64,57
1879,56,10.0,95,33
1880,64,7.0,86,38
1881,77,14.0,67,49
1882,34,11.0,92,45
1883,40,12.0,72,23
1884,47,15.0,96,60
1885,56,11.0,88,49
1886,61,7.0,65,71
1887,52,13.0,83,17
1888,62,9.0,82,27
1889,52,10.0,79,28
1890,46,9.0,89,23
1891,50,6.0,56,23
1892,46,12.0,61,35
1893,51,8.0,44,47
1894,48,6.0,61,27
1895,65,7.0,42,21
1896,50,10.0,45,46
1897,60,9.0,88,34
1898,48,8.0,98,21
1899,67,9.0,71,21
1900,42,9.0,85,30
1901,61,6.0,82,48
1902,50,12.0,90,52
1903,39,12.0,88,34
1904,33,8.0,76,26
1905,58,9.0,71,27
1906,65,8.0,87,27
1907,43,12.0,48,37
1908,54,6.0,50,24
1909,41,10.0,63,16
1910,42,11.0,65,42
1911,72,0.0,0,23
1912,78,13.0,72,63
1913,45,8.0,59,49
1914,41,16.0,79,39
1915,45,11.0,42,76
1916,56,8.0,62,37
1917,53,16.0,70,39
1918,45,11.0,64,31
1919,50,6.0,74,27
1920,65,8.0,19,37
1921,45,9.0,71,44
1922,50,11.0,57,33
1923,52,21.0,82,51
1924,35,15.0,77,34
1925,72,0.0,0,10
1926,45,8.0,72,44
1927,52,18.0,79,25
1928,56,14.0,72,35
1929,32,15.0,76,58
1930,50,11.0,59,47
1931,25,11.0,76,38
1932,36,16.0,82,37
1933,54,6.0,73,67
1934,34,24.0,84,29
1935,33,19.0,78,7
1936,25,23.0,77,6
1937,40,22.0,75,50
1938,33,16.0,73,23
1939,31,16.0,100,30
1940,37,19.0,70,41
1941,59,12.0,65,27
1942,28,10.0,85,33
1943,51,18.0,66,58
1944,53,9.0,73,14
1945,54,12.0,88,33
1946,50,13.0,89,27
1947,23,18.0,62,13
1948,24,11.0,70,51
1949,56,17.0,83,30
1950,50,12.0,85,38
1951,40,12.0,86,42
1952,60,6.0,47,49
1953,50,11.0,88,13
1954,59,8.0,34,40
1955,35,13.0,86,50
1956,35,9.0,83,30
1957,53,7.0,75,50
1958,72,0.0,0,52
1959,35,10.0,75,45
1960,39,6.0,72,42
1961,58,7.0,48,17
1962,36,8.0,78,83
1963,41,14.0,86,40
1964,53,9.0,94,56
1965,76,13.0,75,61
1966,60,8.0,50,33
1967,42,18.0,78,13
1968,19,8.0,81,44
1969,49,8.0,78,54
1970,33,12.0,75,46
1971,57,10.0,69,29
1972,50,10.0,33,37
1973,28,10.0,82,24
1974,51,17.0,72,22
1975,54,10.0,85,43
1976,55,14.0,71,42
1977,71,10.0,83,7
1978,50,12.0,78,44
1979,70,8.0,80,37
1980,56,13.0,82,56
1981,72,9.0,73,44
1982,57,11.0,74,41
1983,69,11.0,77,37
1984,54,16.0,82,46
1985,68,12.0,54,25
1986,51,9.0,32,70
1987,82,12.0,78,52
1988,57,14.0,74,37
1989,66,15.0,65,36
1990,62,9.0,69,31
1991,62,9.0,66,51
1992,56,6.0,62,28
1993,72,0.0,0,21
1994,51,7.0,82,52
1995,73,13.0,53,68
1996,60,10.0,81,54
1997,54,6.0,63,51
1998,72,0.0,0,50
1999,65,11.0,58,62
2000,57,11.0,24,36
2001,60,9.0,64,40
2002,61,6.0,70,36
2003,58,11.0,63,52
2004,59,13.0,58,23
2005,56,17.0,60,38
2006,66,8.0,84,6
2007,62,11.0,50,48
2008,72,0.0,0,40
2009,66,7.0,91,37
2010,55,12.0,89,21
2011,61,9.0,62,43
2012,67,17.0,38,31
2013,72,0.0,0,46
2014,66,12.0,66,23
2015,57,10.0,76,20
2016,50,10.0,60,29
2017,64,13.0,50,50
2018,72,0.0,0,39
2019,48,7.0,82,50
2020,58,5.0,61,37
2021,80,13.0,62,40
2022,58,16.0,68,20
2023,76,16.0,58,52
2024,59,13.0,68,69
2025,72,0.0,0,34
2026,61,8.0,61,44
2027,60,10.0,73,56
2028,50,10.0,64,37
2029,46,10.0,91,24
2030,61,13.0,40,36
2031,46,10.0,68,51
2032,57,11.0,25,31
2033,53,22.0,86,43
2034,64,8.0,65,22
2035,61,7.0,82,29
2036,48,8.0,50,44
2037,51,22.0,86,31
2038,72,0.0,0,23
2039,50,13.0,86,31
2040,64,14.0,89,33
2041,61,8.0,65,52
2042,62,12.0,73,40
2043,61,10.0,78,37
2044,58,10.0,87,25
2045,46,16.0,48,39
2046,44,12.0,50,29
2047,60,8.0,90,35
2048,48,8.0,68,65
2049,45,7.0,79,30
2050,60,12.0,71,73
2051,72,0.0,0,32
2052,52,15.0,55,22
2053,48,14.0,41,59
2054,44,9.0,74,45
2055,58,12.0,47,47
2056,55,7.0,56,28
2057,65,11.0,75,30
2058,55,6.0,58,54
2059,54,8.0,78,45
2060,61,11.0,70,54
2061,46,11.0,51,59
2062,61,11.0,79,59
2063,72,0.0,0,30
2064,65,9.0,76,41
2065,61,8.0,68,45
2066,66,10.0,73,34
2067,57,8.0,86,77
2068,50,17.0,71,58
2069,46,11.0,70,38
2070,58,12.0,85,41
2071,79,15.0,73,34
2072,59,7.0,80,41
2073,72,0.0,0,31
2074,60,8.0,74,47
2075,62,8.0,73,52
2076,34,8.0,86,33
2077,66,6.0,85,47
2078,60,14.0,49,65
2079,72,0.0,0,23
2080,42,10.0,51,31
2081,47,9.0,52,71
2082,57,8.0,84,44
2083,47,8.0,43,23
2084,55,13.0,74,34
2085,72,0.0,0,39
2086,72,0.0,0,27
2087,56,9.0,79,55
2088,58,8.0,44,37
2089,47,17.0,48,23
2090,44,13.0,48,65
2091,49,6.0,65,57
2092,41,12.0,52,43
2093,41,10.0,58,49
2094,72,0.0,0,22
2095,29,7.0,71,54
2096,61,6.0,30,48
2097,35,10.0,66,76
2098,23,8.0,75,41
2099,36,8.0,82,56
2100,40,8.0,38,44
2101,33,9.0,76,58
2102,66,14.0,71,50
2103,32,13.0,56,45
2104,72,0.0,0,41
2105,72,0.0,0,20
2106,28,12.0,92,46
2107,56,25.0,71,33
2108,56,20.0,42,17
2109,19,18.0,48,23
2110,50,13.0,68,27
2111,39,18.0,86,35
2112,60,21.0,63,42
2113,47,8.0,78,71
2114,48,10.0,74,44
2115,50,12.0,70,61
2116,49,11.0,66,42
2117,73,8.0,70,27
2118,72,0.0,0,21
2119,33,9.0,83,48
2120,38,17.0,43,58
2121,31,11.0,55,48
2122,57,6.0,86,57
2123,52,16.0,73,40
2124,40,17.0,50,21
2125,72,10.0,64,52
2126,40,14.0,54,31
2127,25,7.0,62,27
2128,33,8.0,59,48
2129,32,10.0,64,46
2130,53,7.0,77,27
2131,45,8.0,74,49
2132,64,19.0,81,41
2133,55,19.0,74,54
2134,48,15.0,50,53
2135,43,4.0,92,17
2136,58,22.0,86,54
2137,21,12.0,83,35
2138,57,10.0,79,40
2139,54,11.0,46,27
2140,45,13.0,77,48
2141,72,0.0,0,27
2142,48,11.0,84,42
2143,54,7.0,33,40
2144,64,9.0,69,27
2145,18,14.0,89,48
2146,52,6.0,78,13
2147,34,11.0,60,55
2148,37,11.0,55,29
2149,27,17.0,73,52
2150,46,8.0,76,49
2151,72,0.0,0,31
2152,10,8.0,82,35
2153,72,0.0,0,59
2154,28,15.0,69,64
2155,47,8.0,85,48
2156,72,0.0,0,37
2157,32,12.0,72,38
2158,50,6.0,95,58
2159,25,8.0,76,31
2160,51,6.0,81,59
2161,18,18.0,62,26
2162,51,8.0,58,44
2163,49,18.0,44,38
2164,66,9.0,56,44
2165,69,13.0,48,40
2166,69,12.0,46,13
2167,72,0.0,0,49
2168,62,8.0,75,59
2169,64,8.0,63,24
2170,72,0.0,0,20
2171,65,9.0,62,55
2172,74,15.0,41,46
2173,64,14.0,55,40
2174,72,0.0,0,54
2175,72,8.0,51,36
2176,74,11.0,62,34
2177,67,12.0,61,51
2178,69,10.0,68,55
2179,60,14.0,61,49
2180,57,14.0,79,31
2181,77,10.0,63,29
2182,72,0.0,0,30
2183,71,11.0,60,27
2184,62,8.0,72,45
2185,77,7.0,75,23
2186,71,11.0,69,44
2187,66,12.0,79,16
2188,72,0.0,0,34
2189,67,11.0,67,20
2190,71,9.0,68,38
2191,66,13.0,65,45
2192,66,12.0,75,35
2193,72,0.0,0,27
2194,80,6.0,73,23
2195,72,0.0,0,58
2196,80,11.0,73,16
2197,72,0.0,0,19
2198,56,8.0,78,57
2199,71,10.0,73,67
2200,57,9.0,79,10
2201,82,11.0,54,57
2202,54,9.0,72,57
2203,61,9.0,94,44
2204,68,11.0,83,34
2205,70,12.0,80,37
2206,72,0.0,0,41
2207,61,15.0,38,26
2208,65,7.0,58,27
2209,75,8.0,67,59
2210,60,10.0,95,59
2211,69,7.0,56,48
2212,60,10.0,82,65
2213,61,9.0,76,23
2214,60,12.0,65,38
2215,58,6.0,88,69
2216,65,9.0,66,40
2217,72,0.0,0,57
2218,55,7.0,81,67
2219,65,13.0,55,23
2220,48,8.0,57,39
2221,72,0.0,0,40
